best_fitting_ellipsoid_SPHARM.vtk
-17.7544
0.102003
-7.47982
18.023
0.204636
-7.6637
-18.9337
-0.25636
7.33659
18.3015
-0.0977483
7.51661
-0.371272
11.8755
-5.14024
0.330048
12.2039
5.26829
-0.274239
-12.2086
-5.01919
0.378958
-12.0265
5.08182
31.5759
9.14521
0.0402433
-31.3605
9.29759
-0.141229
31.1988
-9.15487
0.030765
-31.3788
-9.21087
-0.155243
-15.0079
0.106729
-7.7374
-11.8792
0.107967
-7.9928
-8.32698
0.0999801
-8.23772
-4.52072
0.106205
-8.40277
-0.630102
0.158716
-8.47331
3.45711
0.243882
-8.44126
7.6813
0.30191
-8.28757
11.6259
0.29526
-8.099
15.0529
0.248046
-7.91589
-16.7914
1.43144
-7.53116
-15.5823
2.82145
-7.52757
-14.1352
4.25173
-7.44625
-12.4512
5.69537
-7.27647
-10.5647
7.07814
-7.03098
-8.53885
8.34739
-6.71504
-6.42314
9.49586
-6.34357
-4.29742
10.4776
-5.95704
-2.26456
11.256
-5.56264
-16.8665
-1.25138
-7.55123
-15.6873
-2.70645
-7.5607
-14.2124
-4.21093
-7.48376
-12.4968
-5.72858
-7.31936
-10.6004
-7.19729
-7.07718
-8.55543
-8.52748
-6.74559
-6.4136
-9.68595
-6.33718
-4.27107
-10.6876
-5.90288
-2.2118
-11.5311
-5.46539
-19.8915
0.950083
-7.20261
-22.1126
1.89473
-6.80649
-24.2939
2.89174
-6.31502
-26.3563
3.92559
-5.76354
-28.2279
5.00773
-5.09453
-29.7238
6.07696
-4.27383
-30.7369
7.06883
-3.38811
-31.3419
7.98591
-2.43456
-31.5633
8.76722
-1.33104
-19.9394
-0.753413
-7.21466
-22.2045
-1.7184
-6.82734
-24.4104
-2.76676
-6.3397
-26.452
-3.87738
-5.78857
-28.2776
-5.0127
-5.11425
-29.7568
-6.09573
-4.27943
-30.7746
-7.09187
-3.38355
-31.3715
-7.99892
-2.43627
-31.583
-8.73799
-1.34336
16.9965
1.52497
-7.72449
15.7019
2.8803
-7.70674
14.1461
4.2789
-7.58893
12.3173
5.69344
-7.40219
10.2411
7.02076
-7.16743
8.0294
8.24498
-6.84916
5.81478
9.40552
-6.45675
3.66235
10.4213
-6.04424
1.58801
11.2241
-5.61177
17.0588
-1.16183
-7.73595
15.7774
-2.66912
-7.75501
14.1688
-4.2058
-7.70679
12.3016
-5.69268
-7.54425
10.2519
-7.10506
-7.24537
8.06745
-8.40883
-6.85688
5.82645
-9.58159
-6.44064
3.64163
-10.6219
-6.0072
1.59604
-11.5042
-5.53268
20.3272
1.01224
-7.33906
22.7326
1.8983
-6.89186
25.1152
2.83784
-6.39234
27.356
3.83329
-5.81567
29.3073
4.88626
-5.06681
30.7734
5.9294
-4.21566
31.7001
6.92472
-3.35637
32.1458
7.86349
-2.36874
32.0997
8.6413
-1.18139
20.35
-0.668249
-7.35782
22.7464
-1.64446
-6.92764
25.1006
-2.70638
-6.42595
27.2823
-3.82165
-5.85414
29.139
-4.94306
-5.11818
30.5218
-6.02773
-4.23993
31.3943
-7.06116
-3.33031
31.795
-7.99701
-2.33229
31.7216
-8.72069
-1.17037
-15.5881
-0.25462
7.40904
-11.8896
-0.234191
7.52751
-7.95606
-0.204328
7.71753
-3.77348
-0.18689
7.8596
0.638433
-0.186756
7.98383
5.03978
-0.184521
8.21375
9.06597
-0.171642
8.33605
12.5402
-0.152083
8.14856
15.573
-0.125866
7.81726
-17.8347
1.12411
7.29907
-16.4342
2.60099
7.28491
-14.767
4.21148
7.29812
-12.8479
5.93024
7.32776
-10.6818
7.52582
7.28884
-8.34781
8.81474
7.0353
-5.99555
9.88024
6.59796
-3.74041
10.8124
6.15015
-1.62581
11.5848
5.72782
-17.8196
-1.65086
7.43863
-16.4322
-3.14791
7.54185
-14.7554
-4.67273
7.59923
-12.7863
-6.11208
7.51604
-10.5668
-7.38053
7.22669
-8.18527
-8.50947
6.82255
-5.79308
-9.57936
6.43566
-3.54715
-10.5645
6.04766
-1.49804
-11.3834
5.5901
-21.5009
0.63545
7.19202
-23.9891
1.65462
6.93909
-26.2172
2.77123
6.51198
-28.1779
3.93481
5.88763
-29.8861
5.08593
5.11311
-31.1913
6.18704
4.2584
-31.9665
7.23921
3.32592
-32.2284
8.18797
2.253
-32.0082
8.89844
1.05055
-21.4365
-1.11848
7.25301
-23.8094
-2.03393
6.97228
-25.9829
-2.96583
6.45727
-28.0166
-3.9486
5.80532
-29.826
-5.00464
5.06508
-31.1611
-6.06859
4.2142
-31.9462
-7.0881
3.2721
-32.2438
-8.02104
2.2165
-32.0439
-8.75663
1.03164
17.4418
1.28903
7.60541
16.2789
2.79751
7.63512
14.7852
4.33799
7.57442
13.0098
5.84502
7.42638
11.0403
7.27103
7.19823
8.92733
8.57231
6.86549
6.71291
9.73357
6.46114
4.48882
10.7373
6.06836
2.34676
11.5571
5.68789
17.2953
-1.45495
7.55974
16.0193
-2.85128
7.55107
14.4972
-4.25695
7.47435
12.7427
-5.67648
7.31839
10.7851
-7.07898
7.09163
8.70366
-8.38938
6.79215
6.56533
-9.55202
6.41028
4.41229
-10.5411
5.97385
2.32029
-11.3572
5.52478
20.4987
0.78228
7.26334
22.7461
1.7475
6.8911
24.9272
2.789
6.38771
26.9717
3.91072
5.79614
28.8006
5.05321
5.09962
30.252
6.11472
4.27075
31.2284
7.09052
3.3736
31.7686
7.99214
2.39625
31.8895
8.71198
1.25981
20.4254
-0.925277
7.24751
22.6178
-1.83128
6.87209
24.7393
-2.81541
6.3562
26.7273
-3.86626
5.74368
28.5297
-4.945
5.04597
29.9608
-5.99724
4.23484
30.9013
-7.00082
3.34735
31.4148
-7.92688
2.36731
31.5246
-8.67546
1.2329
-0.406801
12.6431
-4.50232
-0.415066
13.4695
-3.77944
-0.371419
14.1463
-2.95703
-0.297591
14.4728
-1.72497
-0.211059
14.5847
0.071282
-0.0887191
14.6052
1.84048
0.0600835
14.3222
3.03033
0.187025
13.6815
3.85322
0.273001
12.925
4.61058
2.82556
12.0516
-4.97256
6.41227
12.1785
-4.72908
10.2563
12.2142
-4.40143
14.1393
12.1436
-3.99206
17.8878
11.9598
-3.50179
21.4281
11.6282
-2.93282
24.669
11.1572
-2.2877
27.4776
10.5898
-1.55779
29.7785
9.92278
-0.759435
-3.51647
12.1282
-4.88664
-6.87551
12.3327
-4.55016
-10.3866
12.41
-4.13236
-13.9948
12.3403
-3.67648
-17.5788
12.1454
-3.22092
-21.0146
11.7826
-2.72734
-24.2122
11.2625
-2.14554
-27.0449
10.682
-1.49197
-29.4228
10.0437
-0.811116
3.55472
12.4022
5.01947
7.0191
12.5633
4.68272
10.6153
12.6159
4.2524
14.2628
12.5159
3.76537
17.8767
12.2814
3.2684
21.3231
11.8991
2.73012
24.4838
11.3589
2.10655
27.2849
10.7103
1.42826
29.6611
9.97461
0.734031
-2.97396
12.4074
5.08466
-6.62477
12.5324
4.81495
-10.4681
12.5493
4.45954
-14.3114
12.4561
4.02836
-18.0227
12.2236
3.526
-21.5301
11.8273
2.94904
-24.7212
11.3332
2.27878
-27.4515
